Data; Przewoznik; Czy_przesiadka; Cena; Godzina_odlotu; Kraj_odlotu; Miejsce_odlotu; Godzina_przylotu; Miejsce_przylotu
24/07/19; Ryanair; 0; 12.99; 12:55; Poland; Kiev KBPKiev (Borispol) KBP; 13:35; Warsaw WMIWarsaw (Modlin) WMI
19/06/19; Ryanair; 0; 13.08; 13:10; Poland; Krakow KRK; 14:55; Dortmund DTM
26/06/19; Ryanair; 0; 12.99; 15:20; Poland; Dortmund DTM; 17:00; Krakow KRK
17/05/19; Ryanair; 0; 13.08; 13:45; Poland; Krakow KRK; 15:50; Oslo TRFOslo (Torp) TRF
25/05/19; Ryanair; 0; 13.48; 15:50; Poland; Oslo TRFOslo (Torp) TRF; 17:50; Krakow KRK
15/05/19; Ryanair; 0; 9.11; 13:10; Poland; Krakow KRK; 15:10; Lviv LWO
22/05/19; Ryanair; 0; 17.94; 15:35; Poland; Lviv LWO; 15:35; Krakow KRK
13/06/19; Wizz Air; 0; 17.51; 18:40; Poland; Warsaw WAW; 19:55; Vienna VIE
19/06/19; Wizz Air; 0; 9.99; 13:25; Poland; Vienna VIE; 14:40; Warsaw WAW
28/05/19; Ryanair; 0; 13.08; 15:15; Poland; Krakow KRK; 16:50; Malmo MMX
04/06/19; Ryanair; 0; 14.81; 17:15; Poland; Malmo MMX; 18:50; Krakow KRK
21/05/19; Wizz Air; 0; 13.78; 09:30; Poland; Gdansk GDN; 10:30; Malmo MMX
26/05/19; Wizz Air; 0; 14.24; 11:00; Poland; Malmo MMX; 11:55; Gdansk GDN
27/05/19; Wizz Air; 0; 13.78; 16:20; Poland; Gdansk GDN; 17:35; Goteborg GOTGoteborg (Landvetter) GOT
02/06/19; Wizz Air; 0; 14.24; 18:05; Poland; Goteborg GOTGoteborg (Landvetter) GOT; 19:20; Gdansk GDN
27/05/19; Wizz Air; 0; 13.78; 16:00; Poland; Wroclaw WRO; 17:35; Goteborg GOTGoteborg (Landvetter) GOT
03/06/19; Wizz Air; 0; 14.24; 18:05; Poland; Goteborg GOTGoteborg (Landvetter) GOT; 19:35; Wroclaw WRO
24/06/19; Wizz Air; 0; 13.78; 19:50; Poland; Warsaw WAW; 21:05; Malmo MMX
28/06/19; Wizz Air; 0; 14.24; 21:40; Poland; Malmo MMX; 22:55; Warsaw WAW
28/05/19; Wizz Air; 0; 13.78; 09:45; Poland; Warsaw WAW; 11:25; Stockholm NYOStockholm (Skavsta) NYO
04/06/19; Wizz Air; 0; 14.24; 12:00; Poland; Stockholm NYOStockholm (Skavsta) NYO; 13:30; Warsaw WAW
04/06/19; Wizz Air; 0; 13.78; 11:30; Poland; Warsaw WAW; 13:05; Goteborg GOTGoteborg (Landvetter) GOT
08/06/19; Wizz Air; 0; 14.24; 13:40; Poland; Goteborg GOTGoteborg (Landvetter) GOT; 15:10; Warsaw WAW
28/10/19; Wizz Air; 0; 17.51; 19:40; Poland; Krakow KRK; 21:30; Billund BLL
04/11/19; Wizz Air; 0; 10.58; 22:05; Poland; Billund BLL; 23:55; Krakow KRK
14/05/19; Ryanair; 0; 13.08; 06:55; Poland; Warsaw WMIWarsaw (Modlin) WMI; 08:25; London STNLondon (Stansted) STN
21/05/19; Ryanair; 0; 15.02; 12:00; Poland; London STNLondon (Stansted) STN; 15:15; Warsaw WMIWarsaw (Modlin) WMI
06/06/19; Ryanair; 0; 13.08; 09:30; Poland; Gdansk GDN; 10:45; London STNLondon (Stansted) STN
12/06/19; Ryanair; 0; 15.02; 11:10; Poland; London STNLondon (Stansted) STN; 14:20; Gdansk GDN
22/06/19; Ryanair; 0; 15.18; 06:25; Poland; Warsaw WMIWarsaw (Modlin) WMI; 08:25; Eindhoven EIN
26/06/19; Ryanair; 0; 12.99; 16:10; Poland; Eindhoven EIN; 17:55; Warsaw WMIWarsaw (Modlin) WMI
27/05/19; Wizz Air; 1; 9.11; 06:25; Wroclaw WRO; 15:45; Gdansk GDN
27/05/19; Ryanair; 1; 10.34; 14:15; Poland; Oslo TRFOslo (Torp) TRF; 08:15; Oslo TRFOslo (Torp) TRF W61879
04/06/19; Ryanair; 1; 8.85; 08:10; Poland; Gdansk GDN; 09:15; Wroclaw WRO
21/05/19; Ryanair; 1; 8.85; 06:40; Wroclaw WRO; 15:10; Oslo TRFOslo (Torp) TRF
21/05/19; Ryanair; 1; 9.11; 13:40; Poland; Gdansk GDN; 07:45; Gdansk GDN FR4105
27/05/19; Ryanair; 1; 10.34; 08:50; Poland; Oslo TRFOslo (Torp) TRF; 10:40; Wroclaw WRO
13/06/19; Ryanair; 0; 8.85; 08:10; Poland; Gdansk GDN; 09:15; Wroclaw WRO
19/06/19; Wizz Air; 1; 9.11; 06:25; Wroclaw WRO; 16:45; Gdansk GDN
19/06/19; Ryanair; 1; 10.34; 15:15; Poland; Oslo TRFOslo (Torp) TRF; 08:15; Oslo TRFOslo (Torp) TRF W61879
08/05/19; Ryanair; 1; 8.85; 20:50; Poland; Krakow KRK; 22:05; Gdansk GDN
14/05/19; Wizz Air; 1; 9.11; 06:30; Gdansk GDN; 17:40; Krakow KRK
14/05/19; Ryanair; 1; 10.34; 15:40; Poland; Oslo TRFOslo (Torp) TRF; 08:00; Oslo TRFOslo (Torp) TRF W61743
23/05/19; Ryanair; 1; 8.85; 06:40; Poland; Wroclaw WRO; 07:45; Gdansk GDN
31/05/19; Wizz Air; 1; 9.11; 06:30; Gdansk GDN; 10:40; Wroclaw WRO
31/05/19; Ryanair; 1; 10.34; 08:50; Poland; Oslo TRFOslo (Torp) TRF; 08:00; Oslo TRFOslo (Torp) TRF W61743
15/05/19; Wizz Air; 1; 9.11; 06:30; Poland; Gdansk GDN; 16:20; Wroclaw WRO
23/05/19; Ryanair; 0; 10.34; 40 Wr; Poland; claw WRO; 16:20; Wroclaw WRO FR4128
06/06/19; Ryanair; 1; 8.85; 40 Wr; claw WRO; 07:45; Gdansk GDN FR4105
06/06/19; Ryanair; 1; 8.85; 06:40; Poland; Wroclaw WRO; 16:40; Stockholm NYOStockholm (Skavsta) NYO
10/06/19; Wizz Air; 1; 9.11; 40 St; Poland; ckholm NYOStockholm (Skavsta) NYO; 16:40; Stockholm NYOStockholm (Skavsta) NYO W61733
14/05/19; Wizz Air; 1; 10.42; 40 Gd; nsk GDN; 15:15; Wroclaw WRO W61872
14/05/19; Wizz Air; 1; 13.78; 10:40; Poland; Gdansk GDN; 15:45; Stockholm NYOStockholm (Skavsta) NYO
20/05/19; Ryanair; 1; 4.99; 55 St; Poland; ckholm NYOStockholm (Skavsta) NYO; 15:45; Stockholm NYOStockholm (Skavsta) NYO FR3794
22/06/19; Ryanair; 0; 9.84; 35 Wa; Poland; saw WAW; 08:10; Gdansk GDN FR8451
26/06/19; Wizz Air; 0; 13.78; 15 Br; Poland; ssels CRLBrussels (Charleroi) CRL; 20:40; Brussels CRLBrussels (Charleroi) CRL W61381
08/01/20; Wizz Air; 0; 14.99; 45 Gd; Poland; nsk GDN; 23:15; Warsaw WAW W61382
15/01/20; Wizz Air; 0; 13.78; 50 Br; Poland; men BRE; 20:15; Bremen BRE W61669
13/06/19; Wizz Air; 0; 14.99; 15 Ka; Poland; owice KTW; 18:15; Gdansk GDN W61670
17/06/19; Wizz Air; 0; 13.78; 40 Do; Poland; tmund DTM; 07:55; Dortmund DTM W61091
14/01/20; Wizz Air; 0; 14.99; 50 Kr; Poland; kow KRK; 10:10; Katowice KTW W61092
21/01/20; Wizz Air; 0; 13.78; 25 Ba; Poland; i BRI; 14:50; Bari BRI W65057
05/06/19; Wizz Air; 0; 14.99; 20 Wr; Poland; claw WRO; 17:20; Krakow KRK W65058
11/06/19; Wizz Air; 0; 13.78; 30 Ei; Poland; dhoven EIN; 17:00; Eindhoven EIN W61825
26/06/19; Wizz Air; 0; 14.99; 00 Wa; Poland; saw WAW; 19:00; Wroclaw WRO W61826
03/07/19; Wizz Air; 0; 13.78; 45 Ei; Poland; dhoven EIN; 09:00; Eindhoven EIN W61371
27/05/19; Wizz Air; 0; 14.99; 15 Ka; Poland; owice KTW; 11:35; Warsaw WAW W61372
31/05/19; Wizz Air; 0; 13.78; 25 Bo; Poland; ogna BLQ; 17:55; Bologna BLQ W61159
18/05/19; Wizz Air; 1; 14.99; 25 Gd; nsk GDN; 20:05; Katowice KTW W61160
18/05/19; Ryanair; 1; 9.11; 08:25; Poland; Gdansk GDN; 13:35; Bremen BRE
25/05/19; Ryanair; 1; 4.68; 40 Br; Poland; men BRE; 13:35; Bremen BRE FR3795
22/06/19; Wizz Air; 0; 14.99; 40 Gd; Poland; nsk GDN; 14:05; Gdansk GDN W61670
29/06/19; Wizz Air; 0; 9.11; 45 Kr; Poland; stiansa KRS; 17:10; Kristiansa KRS W61769
28/05/19; Wizz Air; 0; 19.75; 25 Gd; Poland; nsk GDN; 19:10; Gdansk GDN W61770
04/06/19; Wizz Air; 0; 9.11; 50 Be; Poland; gen BGO; 08:20; Bergen BGO W61745
24/05/19; Wizz Air; 0; 19.75; 30 Wa; Poland; saw WMIWarsaw (Modlin) WMI; 10:35; Gdansk GDN W61746
28/05/19; Ryanair; 1; 9.11; 40 Me; mingen FMM; 16:15; Memmingen FMM FR5025
28/05/19; Ryanair; 1; 9.99; 09:40; Poland; Memmingen FMM; 15:10; Warsaw WMIWarsaw (Modlin) WMI
24/05/19; Ryanair; 1; 9.84; 15 Wa; Poland; saw WMIWarsaw (Modlin) WMI; 15:10; Warsaw WMIWarsaw (Modlin) WMI FR7011
28/05/19; Ryanair; 0; 9.11; 14:55; Poland; Brussels CRLBrussels (Charleroi) CRL; 11:20; Brussels CRLBrussels (Charleroi) CRL FR1058
17/05/19; Ryanair; 1; 9.99; 13:40; Stockholm NYOStockholm (Skavsta) NYO; 15:10; Warsaw WMIWarsaw (Modlin) WMI
17/05/19; Ryanair; 1; 9.84; 30 Wa; Poland; saw WMIWarsaw (Modlin) WMI; 15:10; Warsaw WMIWarsaw (Modlin) WMI FR7011
22/05/19; Ryanair; 1; 9.11; 12:20; Poland; Stockholm NYOStockholm (Skavsta) NYO; 10:00; Stockholm NYOStockholm (Skavsta) NYO FR7012
24/03/20; Ryanair; 0; 9.84; 06:55; Poland; Brussels CRLBrussels (Charleroi) CRL; 08:50; Warsaw WMIWarsaw (Modlin) WMI
28/03/20; Ryanair; 0; 9.99; 10:20; Poland; Katowice KTW; 13:25; Kharkov HRK
14/05/19; Wizz Air; 0; 13.78; 13:55; Poland; Kharkov HRK; 15:05; Katowice KTW
21/05/19; Wizz Air; 1; 15.19; 10:40; Gdansk GDN; 12:10; Bremen BRE
21/05/19; Wizz Air; 1; 13.78; 10 Br; Poland; men BRE; 12:10; Bremen BRE W61669
21/05/19; Ryanair; 1; 4.99; 17:15; Poland; Stockholm NYOStockholm (Skavsta) NYO; 15:45; Stockholm NYOStockholm (Skavsta) NYO FR3794
25/05/19; Wizz Air; 1; 10.42; 08:10; Gdansk GDN; 13:45; Bremen BRE
25/05/19; Ryanair; 1; 9.11; 12:10; Poland; Stockholm NYOStockholm (Skavsta) NYO; 09:25; Stockholm NYOStockholm (Skavsta) NYO FR8452
26/04/19; Ryanair; 1; 4.68; 14:00; Poland; Bremen BRE; 18:20; Gdansk GDN
30/04/19; Ryanair; 1; 4.99; 15 Gd; nsk GDN; 18:20; Gdansk GDN W61734
30/04/19; Wizz Air; 1; 10.42; 06:15; Poland; Gdansk GDN; 07:25; Stockholm NYOStockholm (Skavsta) NYO
17/06/19; Wizz Air; 1; 17.51; 06:45; Poland; Stockholm NYOStockholm (Skavsta) NYO; 12:55; Gdansk GDN
25/06/19; Ryanair; 0; 6.02; 20 Gd; Poland; nsk GDN; 12:55; Gdansk GDN FR2374
15/05/19; Ryanair; 0; 5.77; 10 Lo; Poland; don LGWLondon (Gatwick) LGW; 20:50; London LGWLondon (Gatwick) LGW W61619
20/05/19; Wizz Air; 1; 13.78; 50 Wr; claw WRO; 01:20; Gdansk GDN W61620
20/05/19; Wizz Air; 1; 15.60; 12:50; Poland; Wroclaw WRO; 14:30; Brussels CRLBrussels (Charleroi) CRL
07/05/19; Ryanair; 1; 9.11; 10:15; Poland; Brussels CRLBrussels (Charleroi) CRL; 15:15; Wroclaw WRO
14/05/19; Ryanair; 0; 9.99; 25 Wa; Poland; saw WAW; 15:15; Wroclaw WRO W61872
13/05/19; Wizz Air; 0; 10.42; 45 Bi; Poland; lund BLL; 14:10; Billund BLL W61525
20/05/19; Wizz Air; 0; 13.78; 25 Kr; Poland; kow KRK; 16:20; Warsaw WAW W61526
06/06/19; Wizz Air; 0; 15.94; 40 Co; Poland; enhagen CPH; 22:15; Copenhagen CPH FR2724
12/06/19; Ryanair; 0; 15.18; 45 Po; Poland; nan POZ; 00:30; Krakow KRK FR2725
08/06/19; Ryanair; 0; 14.60; 55 Lo; Poland; don LTNLondon (Luton) LTN; 17:55; London LTNLondon (Luton) LTN W61901
15/06/19; Wizz Air; 0; 13.78; 30 Ol; Poland; ztyn SZYOlsztyn-Mazury SZY; 15:55; Poznan POZ W61902
30/05/19; Wizz Air; 0; 16.17; 35 Lo; Poland; don LTNLondon (Luton) LTN; 18:00; London LTNLondon (Luton) LTN W62181
06/06/19; Wizz Air; 0; 13.78; 20 Gd; Poland; nsk GDN; 16:00; Olsztyn SZYOlsztyn-Mazury SZY W62182
10/03/20; Wizz Air; 0; 16.17; 10 Do; Poland; caster DSADoncaster-Sheffield DSA; 20:40; Doncaster DSADoncaster-Sheffield DSA W61615
17/03/20; Wizz Air; 0; 13.78; 55 Kr; Poland; kow KRK; 00:15; Gdansk GDN W61616
22/05/19; Wizz Air; 0; 16.17; 05 Bi; Poland; mingham BHX; 18:30; Birmingham BHX W65017
28/05/19; Wizz Air; 0; 13.78; 30 Kr; Poland; kow KRK; 22:35; Krakow KRK W65018
12/08/19; Wizz Air; 0; 16.17; 00 St; Poland; ckholm NYOStockholm (Skavsta) NYO; 16:20; Stockholm NYOStockholm (Skavsta) NYO FR9716
19/08/19; Ryanair; 0; 15.18; 40 Wr; Poland; claw WRO; 16:50; Krakow KRK FR708
25/07/19; Ryanair; 0; 14.81; 05 Ki; Poland; v KBPKiev (Borispol) KBP; 17:30; Kiev KBPKiev (Borispol) KBP FR7182
31/07/19; Ryanair; 0; 15.18; 15 Wa; Poland; saw WMIWarsaw (Modlin) WMI; 18:55; Wroclaw WRO FR7183
14/05/19; Ryanair; 0; 14.99; 35 Co; Poland; ogne CGNCologne-Bonn CGN; 18:05; Cologne CGNCologne-Bonn CGN FR1405
21/05/19; Ryanair; 0; 15.18; 50 Kr; Poland; kow KRK; 16:20; Warsaw WMIWarsaw (Modlin) WMI FR1404
02/08/19; Ryanair; 0; 14.99; 50 St; Poland; ttgart STR; 10:25; Stuttgart STR OE2361
09/08/19; Laudamotion; 0; 15.18; 30 Wa; Poland; saw WMIWarsaw (Modlin) WMI; 08:25; Krakow KRK OE2360
06/06/19; Laudamotion; 0; 14.99; 40 Me; Poland; mingen FMM; 16:15; Memmingen FMM FR5025
13/06/19; Ryanair; 0; 15.18; 45 Gd; Poland; nsk GDN; 18:25; Warsaw WMIWarsaw (Modlin) WMI FR5026
09/06/19; Ryanair; 0; 14.99; 15 Mi; Poland; an BGYMilan (Bergamo) BGY; 09:50; Milan BGYMilan (Bergamo) BGY FR8311
15/06/19; Ryanair; 0; 15.18; 20 Kr; Poland; kow KRK; 12:20; Gdansk GDN FR8312
16/05/19; Ryanair; 0; 14.99; 00 Ki; Poland; v KBPKiev (Borispol) KBP; 16:55; Kiev KBPKiev (Borispol) KBP FR7262
21/05/19; Ryanair; 0; 15.18; 35 Gd; Poland; nsk GDN; 23:35; Krakow KRK FR7263
08/06/19; Ryanair; 0; 14.99; 15 Tr; Poland; ndheim TRD; 21:30; Trondheim TRD W61761
13/06/19; Wizz Air; 0; 13.78; 25 Gd; Poland; nsk GDN; 23:55; Gdansk GDN W61762
15/05/19; Wizz Air; 0; 16.61; 45 Tr; Poland; mso TOS; 20:10; Tromso TOS W61771
19/05/19; Wizz Air; 0; 13.78; 10 Lu; Poland; lin LUZ; 23:20; Gdansk GDN W61772
29/06/19; Wizz Air; 0; 16.61; 35 Os; Poland; o TRFOslo (Torp) TRF; 14:15; Oslo TRFOslo (Torp) TRF W62079
04/07/19; Wizz Air; 0; 13.78; 45 Sz; Poland; zecin SZZ; 11:35; Lublin LUZ W62080
29/05/19; Wizz Air; 0; 16.61; 45 Os; Poland; o TRFOslo (Torp) TRF; 12:10; Oslo TRFOslo (Torp) TRF W62159
05/06/19; Wizz Air; 0; 13.78; 25 Po; Poland; nan POZ; 10:10; Szczecin SZZ W62160
14/01/20; Wizz Air; 0; 16.61; 55 Lo; Poland; don STNLondon (Stansted) STN; 10:30; London STNLondon (Stansted) STN FR2337
18/01/20; Ryanair; 0; 13.08; 30 Kr; Poland; kow KRK; 09:00; Poznan POZ FR2336
24/07/19; Ryanair; 0; 17.33; 00 Tu; Poland; in TRN; 20:25; Turin TRN W65063
31/07/19; Wizz Air; 0; 20.78; 45 Lu; Poland; lin LUZ; 22:55; Krakow KRK W65064
14/02/20; Wizz Air; 1; 9.99; 55 Ki; v IEVKiev (Zhuliany) IEV; 17:05; Kiev IEVKiev (Zhuliany) IEV W66292
14/02/20; Wizz Air; 1; 13.78; 13:55; Poland; Kiev IEVKiev (Zhuliany) IEV; 14:15; Lublin LUZ
21/02/20; Wizz Air; 1; 17.51; 11:00; Poland; Krakow KRK; 19:30; Gdansk GDN
30/05/19; Ryanair; 1; 11.44; 25 Gd; nsk GDN; 19:30; Gdansk GDN W61636
30/05/19; Wizz Air; 1; 9.90; 16:25; Poland; Gdansk GDN; 17:35; Krakow KRK
05/06/19; Ryanair; 1; 10.14; 12:45; Poland; Gdansk GDN; 23:05; Manchester MAN
21/02/20; Ryanair; 0; 9.11; 10 Ma; Poland; chester MAN; 23:05; Manchester MAN FR3227
28/02/20; Ryanair; 1; 1.58; 25 Gd; nsk GDN; 22:25; Gdansk GDN FR704
28/02/20; Ryanair; 1; 20.79; 16:25; Poland; Gdansk GDN; 17:35; Krakow KRK
25/04/19; Ryanair; 1; 10.14; 11:00; Poland; Krakow KRK; 19:30; Gdansk GDN
01/05/19; Ryanair; 1; 11.44; 50 Gd; nsk GDN; 19:30; Gdansk GDN W61636
01/05/19; Wizz Air; 1; 9.90; 15:50; Poland; Gdansk GDN; 17:10; Billund BLL
22/05/19; Wizz Air; 1; 20.78; 10:20; Poland; Billund BLL; 22:00; Gdansk GDN
30/05/19; Ryanair; 1; 5.22; 25 Wa; saw WMIWarsaw (Modlin) WMI; 22:00; Gdansk GDN FR2372
30/05/19; Ryanair; 1; 5.77; 19:25; Poland; Warsaw WMIWarsaw (Modlin) WMI; 21:30; Milan BGYMilan (Bergamo) BGY
28/05/19; Ryanair; 1; 9.11; 15:55; Poland; Milan BGYMilan (Bergamo) BGY; 20:15; Warsaw WMIWarsaw (Modlin) WMI
05/06/19; Ryanair; 0; 12.99; 15 Wa; Poland; saw WAW; 20:15; Warsaw WMIWarsaw (Modlin) WMI FR1055
11/06/19; Ryanair; 0; 9.99; 55 Mi; Poland; an BGYMilan (Bergamo) BGY; 08:20; Milan BGYMilan (Bergamo) BGY W61431
19/06/19; Wizz Air; 0; 17.51; 50 Wr; Poland; claw WRO; 10:55; Warsaw WAW W61432
29/05/19; Wizz Air; 0; 14.99; 35 Lo; Poland; don STNLondon (Stansted) STN; 23:59; London STNLondon (Stansted) STN FR8406
05/06/19; Ryanair; 0; 15.18; 10 Gd; Poland; nsk GDN; 11:30; Wroclaw WRO FR8405
06/06/19; Ryanair; 0; 17.33; 25 Le; Poland; ds LBA; 22:30; Leeds LBA FR1504
13/06/19; Ryanair; 0; 15.18; 20 By; Poland; goszcz BZG; 20:45; Gdansk GDN FR1503
06/06/19; Ryanair; 0; 17.33; 45 Lo; Poland; don STNLondon (Stansted) STN; 11:30; London STNLondon (Stansted) STN FR2463
11/06/19; Ryanair; 0; 15.18; 50 Ka; Poland; owice KTW; 09:55; Bydgoszcz BZG FR2462
12/06/19; Ryanair; 0; 17.33; 50 Lo; Poland; don STNLondon (Stansted) STN; 23:10; London STNLondon (Stansted) STN FR8267
19/06/19; Ryanair; 0; 15.18; 25 By; Poland; goszcz BZG; 11:05; Katowice KTW FR8266
28/05/19; Ryanair; 1; 17.33; 50 Lo; don LTNLondon (Luton) LTN; 22:35; London LTNLondon (Luton) LTN FR1641
28/05/19; Ryanair; 1; 15.18; 17:50; Poland; London LTNLondon (Luton) LTN; 21:00; Bydgoszcz BZG
05/06/19; Ryanair; 1; 17.33; 06:10; Poland; Katowice KTW; 22:40; Milan BGYMilan (Bergamo) BGY
08/05/19; Wizz Air; 1; 9.11; 00 Mi; an BGYMilan (Bergamo) BGY; 22:40; Milan BGYMilan (Bergamo) BGY FR4558
08/05/19; Ryanair; 1; 13.48; 11:00; Poland; Milan BGYMilan (Bergamo) BGY; 12:50; Katowice KTW
15/05/19; Ryanair; 1; 9.99; 06:15; Poland; Gdansk GDN; 14:05; Krakow KRK
06/06/19; Wizz Air; 1; 9.11; 50 Kr; kow KRK; 14:05; Krakow KRK FR9715
06/06/19; Ryanair; 1; 14.81; 20:50; Poland; Krakow KRK; 22:05; Gdansk GDN
11/06/19; Ryanair; 1; 8.85; 06:40; Poland; Wroclaw WRO; 12:25; Eindhoven EIN
30/05/19; Ryanair; 0; 8.85; 30 Ei; Poland; dhoven EIN; 12:25; Eindhoven EIN W61641
03/06/19; Wizz Air; 0; 9.11; 15 Kr; Poland; kow KRK; 19:00; Wroclaw WRO W61826
02/05/19; Wizz Air; 1; 14.99; 15 Fr; nkfurt FRA; 14:50; Frankfurt FRA FR2427
02/05/19; Ryanair; 1; 13.08; 14:15; Poland; Frankfurt FRA; 15:50; Krakow KRK
09/05/19; Ryanair; 1; 19.99; 06:30; Poland; Gdansk GDN; 10:35; Warsaw WMIWarsaw (Modlin) WMI
17/05/19; Wizz Air; 0; 9.11; 40 Wa; Poland; saw WMIWarsaw (Modlin) WMI; 10:35; Warsaw WMIWarsaw (Modlin) WMI FR4529
24/05/19; Ryanair; 0; 5.12; 14:40; Poland; Oslo TRFOslo (Torp) TRF; 08:30; Oslo TRFOslo (Torp) TRF FR4528
29/06/19; Ryanair; 0; 9.11; 14:50; Poland; Krakow KRK; 16:15; Nuernberg NUE
04/07/19; Ryanair; 0; 10.34; 14:45; Poland; Nuernberg NUE; 16:15; Krakow KRK
18/06/19; Ryanair; 0; 20.77; 15:25; Poland; Katowice KTW; 17:10; Cologne CGNCologne-Bonn CGN
22/06/19; Ryanair; 0; 12.99; 17:45; Poland; Cologne CGNCologne-Bonn CGN; 19:20; Katowice KTW
05/06/19; Wizz Air; 0; 13.78; 06:40; Poland; Gdansk GDN; 08:15; Dortmund DTM
12/06/19; Wizz Air; 1; 19.99; 08:40; Dortmund DTM; 10:10; Gdansk GDN
12/06/19; Wizz Air; 1; 13.78; 45 Wa; Poland; saw WAW; 10:10; Gdansk GDN W61662
23/05/19; Wizz Air; 1; 19.99; 00 Ma; Poland; mo MMX; 21:05; Malmo MMX W61509
31/05/19; Wizz Air; 1; 13.78; 13:25; Vienna VIE; 09:40; Vienna VIE W62856
31/05/19; Wizz Air; 1; 10.42; 30 Gd; Poland; nsk GDN; 14:40; Warsaw WAW W61344
15/05/19; Wizz Air; 1; 9.99; 00 Ma; Poland; mo MMX; 10:30; Malmo MMX W61739
22/05/19; Wizz Air; 0; 13.78; 13:50; Poland; Vienna VIE; 09:40; Vienna VIE W62856
22/05/19; Wizz Air; 1; 10.42; 06:40; Warsaw WMIWarsaw (Modlin) WMI; 20:55; London STNLondon (Stansted) STN
22/05/19; Wizz Air; 1; 9.99; 19:55; Poland; Oslo TRFOslo (Torp) TRF; 08:30; Oslo TRFOslo (Torp) TRF FR4528
30/05/19; Ryanair; 1; 9.11; 09:30; Poland; London STNLondon (Stansted) STN; 12:45; Warsaw WMIWarsaw (Modlin) WMI
13/06/19; Ryanair; 0; 10.34; 13:20; Poland; Gdansk GDN; 20:55; London STNLondon (Stansted) STN
18/06/19; Ryanair; 0; 15.02; 50 Lo; Poland; don STNLondon (Stansted) STN; 20:55; London STNLondon (Stansted) STN FR33
30/05/19; Ryanair; 0; 9.11; 35 Gd; Poland; nsk GDN; 22:00; Gdansk GDN FR2372
06/06/19; Ryanair; 0; 10.34; 40 Lo; Poland; don LTNLondon (Luton) LTN; 15:55; London LTNLondon (Luton) LTN W61609
23/05/19; Ryanair; 0; 15.02; 55 Ka; Poland; owice KTW; 11:50; Gdansk GDN W61602
30/05/19; Wizz Air; 0; 13.78; 05 Br; Poland; stol BRS; 21:30; Bristol BRS W61019
02/06/19; Wizz Air; 0; 20.79; 20 Lu; Poland; lin LUZ; 01:30; Katowice KTW W61020
10/06/19; Wizz Air; 0; 13.78; 55 Lo; Poland; don LTNLondon (Luton) LTN; 00:10; London LTNLondon (Luton) LTN W62065
27/05/19; Wizz Air; 1; 20.79; 10 Ka; owice KTW; 09:30; Lublin LUZ W62068
27/05/19; Wizz Air; 1; 13.78; 06:10; Poland; Katowice KTW; 08:45; Kiev IEVKiev (Zhuliany) IEV
03/06/19; Wizz Air; 1; 20.79; 14:55; Poland; Kiev IEVKiev (Zhuliany) IEV; 15:30; Katowice KTW
29/05/19; Wizz Air; 0; 17.51; 06:25; Poland; Wroclaw WRO; 18:05; Manchester MAN
05/06/19; Wizz Air; 0; 17.51; 10 Ma; Poland; chester MAN; 18:05; Manchester MAN FR3227
18/05/19; Wizz Air; 0; 9.11; 55 Kr; Poland; kow KRK; 00:25; Wroclaw WRO FR8308
26/05/19; Ryanair; 1; 2.93; 55 Ve; ice TSFVenice (Treviso) TSF; 15:30; Venice TSFVenice (Treviso) TSF FR3037
26/05/19; Ryanair; 1; 23.11; 15:55; Poland; Venice TSFVenice (Treviso) TSF; 17:30; Krakow KRK
27/05/19; Ryanair; 1; 15.18; 10:40; Poland; Krakow KRK; 12:15; Malmo MMX
03/06/19; Ryanair; 0; 20.33; 08:00; Poland; Malmo MMX; 21:45; Krakow KRK
30/05/19; Ryanair; 0; 15.18; 40 Wa; Poland; saw WAW; 21:45; Krakow KRK OE1304
04/06/19; Wizz Air; 0; 10.42; 55 Be; Poland; gen BGO; 10:55; Bergen BGO W61519
05/06/19; Laudamotion; 0; 9.99; 10 Gd; Poland; nsk GDN; 19:05; Warsaw WAW W61520
09/06/19; Wizz Air; 0; 13.78; 30 St; Poland; vanger SVG; 07:55; Stavanger SVG W61747
25/06/19; Wizz Air; 0; 21.84; 40 Gd; Poland; nsk GDN; 15:05; Gdansk GDN W61748
02/07/19; Wizz Air; 0; 13.78; 35 Bo; Poland; o BOO; 15:05; Bodo BOO W61787
11/05/19; Wizz Air; 0; 21.84; 00 Kr; Poland; kow KRK; 17:50; Gdansk GDN W61788
18/05/19; Wizz Air; 0; 13.78; 10 Mi; Poland; an BGYMilan (Bergamo) BGY; 20:45; Milan BGYMilan (Bergamo) BGY FR6877
05/08/19; Wizz Air; 0; 21.84; 50 Lo; Poland; z LCJ; 23:00; Krakow KRK FR6876
09/08/19; Ryanair; 0; 17.75; 50 At; Poland; ens ATH; 00:30; Athens ATH FR4812
31/05/19; Ryanair; 0; 17.99; 45 Gd; Poland; nsk GDN; 20:25; Lodz LCJ FR4811
07/06/19; Ryanair; 0; 17.75; 00 Ki; Poland; v KBPKiev (Borispol) KBP; 09:35; Kiev KBPKiev (Borispol) KBP FR7239
06/05/19; Ryanair; 0; 17.99; 30 Wr; Poland; claw WRO; 17:50; Gdansk GDN FR7240
10/05/19; Ryanair; 0; 17.75; 35 Mi; Poland; an BGYMilan (Bergamo) BGY; 21:10; Milan BGYMilan (Bergamo) BGY FR8845
