,City_1,City_2,Avg_Price
3370,Geneva GVA,Porto OPO,87.63868868927952
3371,London LTNLondon (Luton) LTN,Madrid MAD,86.6223076923077
3372,Sevilla SVQ,Porto OPO,41.7689874857793
3373,Barcelona GROBarcelona (Girona) GRO,Pisa PSA,31.254716981132088
3374,Malaga AGP,Marseille MRS VY2990,85.80733333333335
3375,Barcelona REUBarcelona (Reus) REU,Gdansk GDN,59.52333333333334
3376,Bordeaux BOD,Alicante ALC V72428,81.81166666666667
3377,Barcelona BCN,Copenhagen CPH,58.53333333333333
3378,Palma Mall PMI,London LTNLondon (Luton) LTN,50.71027777777779
3379,Milan MXPMilan (Malpensa) MXP,Ibiza IBZ,50.910709312518605
3380,London STNLondon (Stansted) STN,Perpignan PGF,23.48674603174603
3381,London STNLondon (Stansted) STN,Marseille MRS,52.15446800113409
3382,Gdansk GDN,London STNLondon (Stansted) STN,37.872591981520934
3383,Krakow KRK,Bristol BRS,33.49777777777778
3384,Birmingham BHX,Gdansk GDN,34.42633333333333
3385,Bordeaux BOD,Copenhagen CPH,45.59113751007918
3386,Toulouse TLS,Brussels CRLBrussels (Charleroi) CRL,49.025284860907384
3387,Krakow KRK,Bologna BLQ,39.51236842105263
3388,Paris BVAParis (Beauvais) BVA,Vienna VIE,54.217544181949485
3389,London LGWLondon (Gatwick) LGW,Lisbon LIS,75.35555790224406
3390,Faro FAO,Bremen BRE FR3669,45.36
3391,Vienna VIE,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21194,51.74925373134327
3392,Copenhagen CPH,Dublin DUB,65.48629636994949
3393,Marseille MRS,Vienna VIE,52.012285606712524
3394,Nantes NTE,Split SPU,79.56785210858571
3395,Bristol BRS,Copenhagen CPH U26135,66.19419191919192
3396,Vienna VIE,Madrid MAD W62845,64.38172712706093
3397,Barcelona BCN,Nice NCE U21698,66.88004761904762
3398,Porto OPO,Madrid MAD FR5423,68.20803571428571
3399,Copenhagen CPH,Manchester MAN U21984,80.85563829787233
3400,Zadar ZAD,Dusseldorf NRNDusseldorf (Weeze) NRN FR6414,100.4425938347367
3401,Kalamata KLX,Manchester MAN U21900,103.63649051490515
3402,Kefalonia EFL,London LGWLondon (Gatwick) LGW MT1461,127.88462091503268
3403,Brussels CRLBrussels (Charleroi) CRL,Malaga AGP FR1916,108.69584508157769
3404,Zagreb ZAG,Stuttgart STR EW2977,122.55218266465201
3405,Trondheim TRD,Alicante ALC DY1728,160.71426666666667
3406,Copenhagen CPH,Riga RIX DY3320,175.4963519353627
3407,London STNLondon (Stansted) STN,Pisa PSA,74.89439977671705
3408,London LTNLondon (Luton) LTN,Barcelona BCN FR7807,49.135
3409,Faro FAO,Paris ORYParis (Orly) ORY,35.171194029850746
3410,Kaliningra KGD,Moscow VKOMoscow (Vnukovo) VKO,58.56
3411,Valencia VLC,Lyon LYS,28.1
3412,London STNLondon (Stansted) STN,Edinburgh EDI U2233,52.035
3413,Leeds LBA,Rome FCORome (Fiumicino) FCO LS331,192.8066666666667
3414,Bologna BLQ,Paris BVAParis (Beauvais) BVA FR4303,29.97
3415,Manchester MAN,Billund BLL,47.741178331841105
3416,Wroclaw WRO,Gdansk GDN,29.64366443698158
3417,Bremen BRE,Stockholm NYOStockholm (Skavsta) NYO FR3794,34.7688
3418,Brussels BRU,Nice NCE,39.2651208702659
3419,Stuttgart STR,Zadar ZAD,58.73392284454481
3420,Berlin TXLBerlin (Tegel) TXL,Krakow KRK FR2697,41.50250482254923
3421,Pula PUY,Frankfurt FRA,46.23834693585339
3422,Corfu CFU,Rome CIARome (Ciampino) CIA,47.80592105263158
3423,Vienna VIE,Ibiza IBZ,48.55755988023952
3424,Alicante ALC,Milan MXPMilan (Malpensa) MXP U22574,60.620000000000005
3425,Katowice KTW,Bologna BLQ W61159,54.8451
3426,Frankfurt FRA,Dublin DUB FR381,62.40080858085809
3427,Alicante ALC,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21086,70.46600000000001
3428,Oslo OSLOslo (Gardermoen) OSL,Trondheim TRD,85.20000000000002
3429,Lisbon LIS,London LTNLondon (Luton) LTN U22366,102.39521657436711
3430,Brussels CRLBrussels (Charleroi) CRL,Malaga AGP FR1928,125.926974399589
3431,Split SPU,London LGWLondon (Gatwick) LGW DY2601,133.14006944444446
3432,Moscow VKOMoscow (Vnukovo) VKO,Palermo PMO DP905,225.7983096001763
3433,St Petersb LED,Budapest BUD W62466,278.64013257284887
3434,Klagenfurt KLU,Cologne CGNCologne-Bonn CGN EW285,355.17612541073385
3435,Malta MLA,Brussels BRU,223.90724510347377
3436,Eindhoven EIN,Wroclaw WRO,74.97738970588236
3437,Tuzla TZL,Berlin SXFBerlin (Schonefeld) SXF,40.955
3438,Thessaloni SKG,Berlin SXFBerlin (Schonefeld) SXF U24604,105.31695187165775
3439,Valencia VLC,Eindhoven EIN FR1823,136.06
3440,Prague PRG,London LGWLondon (Gatwick) LGW,69.505
3441,Toulouse TLS,Nantes NTE,29.29999999999999
3442,Newcastle NCL,Wroclaw WRO,49.812222222222225
3443,Olsztyn SZYOlsztyn-Mazury SZY,London LTNLondon (Luton) LTN,33.30708463862162
3444,Milan BGYMilan (Bergamo) BGY,Warsaw WMIWarsaw (Modlin) WMI,56.68651859667616
3445,London STNLondon (Stansted) STN,Hamburg HAM,49.4494913457482
3446,Naples NAP,Wroclaw WRO,44.48375
3447,Porto OPO,London LTNLondon (Luton) LTN,40.97280662492271
3448,Milan MXPMilan (Malpensa) MXP,Madrid MAD U22705,46.425
3449,Cologne CGNCologne-Bonn CGN,Osijek OSI,102.47035714285715
3450,Moscow VKOMoscow (Vnukovo) VKO,Samara KUF,50.48973772834718
3451,Nice NCE,Berlin SXFBerlin (Schonefeld) SXF U24546,51.367999999999995
3452,Pula PUY,Brussels CRLBrussels (Charleroi) CRL,50.783903409090925
3453,Vienna VIE,Palma Mall PMI OE100,51.53923848760714
3454,Copenhagen CPH,Valencia VLC,55.22505914826499
3455,Rijeka RJK,London STNLondon (Stansted) STN,56.21185705741628
3456,Dublin DUB,Faro FAO,66.41477558761781
3457,Gdansk GDN,Manchester MAN FR703,87.02
3458,Dublin DUB,Split SPU,103.96146145077884
3459,Dublin DUB,Vienna VIE OE341,93.73904945054946
3460,Athens ATH,Berlin SXFBerlin (Schonefeld) SXF U24614,93.01833333333333
3461,Kos KGS,Berlin TXLBerlin (Tegel) TXL FR260,201.30666666666667
3462,Bordeaux BOD,Barcelona BCN VY2913,277.385
3463,Split SPU,Prague PRG OK4823,475.1685714285714
3464,Naples NAP,Katowice KTW,95.90388888888889
3465,London STNLondon (Stansted) STN,Santiago D SCQ,74.32296296296296
3466,Rome FCORome (Fiumicino) FCO,Dubrovnik DBV,217.81186827668455
3467,London STNLondon (Stansted) STN,Alicante ALC,63.39318181818182
3468,Stuttgart STR,Athens ATH,151.4321875
3469,Mikonos JMK,Nantes NTE,80.98479087452472
3470,Barcelona BCN,Naples NAP FR5710,79.55274881516581
3471,Zadar ZAD,Frankfurt FRA,48.258
3472,Tenerife S TFS,London LTNLondon (Luton) LTN FR3514,54.74
3473,Oslo OSLOslo (Gardermoen) OSL,Berlin SXFBerlin (Schonefeld) SXF DY1108,87.52833333333335
3474,Warsaw WMIWarsaw (Modlin) WMI,Cagliari CAG,43.14666666666667
3475,Malta MLA,Paris BVAParis (Beauvais) BVA,81.26562913907286
3476,Gdansk GDN,Bremen BRE,45.16051662933322
3477,Toulouse TLS,Porto OPO,43.35133022533276
3478,Toulouse TLS,Naples NAP,29.05
3479,Manchester MAN,Rzeszow RZERzeszow-Jasionka RZE,44.92784722222222
3480,Bari BRI,Vienna VIE W62822,38.010000000000005
3481,Krakow KRK,Catania CTA,40.3
3482,Lisbon LIS,London STNLondon (Stansted) STN,42.59267704216073
3483,Dubrovnik DBV,London LTNLondon (Luton) LTN,48.208516194331985
3484,Rome CIARome (Ciampino) CIA,Porto OPO,54.431111111111115
3485,Nantes NTE,Dublin DUB,58.45450405454698
3486,Vienna VIE,Porto OPO OE124,49.38927710843373
3487,Dublin DUB,Munich MUC,51.141247895432414
3488,Milan MXPMilan (Malpensa) MXP,London LGWLondon (Gatwick) LGW U28188,51.312653061224495
3489,Brussels CRLBrussels (Charleroi) CRL,Milan BGYMilan (Bergamo) BGY FR4526,65.22158057851236
3490,Brussels CRLBrussels (Charleroi) CRL,Zadar ZAD,75.00912255847614
3491,East Midla EMA,Wroclaw WRO FR1646,69.00257352941176
3492,Oslo OSLOslo (Gardermoen) OSL,Vilnius VNO FR1502,88.59773572185632
3493,Split SPU,Marseille MRS V72569,114.75748456790123
3494,Brussels CRLBrussels (Charleroi) CRL,Istanbul SAWIstanbul (Sabiha Gokcen) SAW PC802,201.87098668626942
3495,London LTNLondon (Luton) LTN,Venice VCEVenice (Marco Polo) VCE,49.147999999999996
3496,Paris BVAParis (Beauvais) BVA,Madrid MAD,82.46
3497,Mikonos JMK,Marseille MRS,83.83733333333335
3498,Naples NAP,Warsaw WAW W61458,81.57000000000001
3499,Bristol BRS,Marseille MRS,67.22999999999999
3500,Wroclaw WRO,Oslo TRFOslo (Torp) TRF,28.933875621032474
3501,Toulouse TLS,Faro FAO,33.558622279724
3502,London LTNLondon (Luton) LTN,Farranfore KIR,56.56683309898763
3503,Shannon SNN,Manchester MAN,36.23085714285715
3504,Vienna VIE,Madrid MAD,55.07111789242425
3505,Catania CTA,Milan MXPMilan (Malpensa) MXP U22844,55.153333333333336
3506,Lisbon LIS,Dublin DUB,64.31891475167245
3507,Krakow KRK,Bristol BRS FR7227,65.37885869565217
3508,Duesseldor DUS,Palma Mall PMI OE300,64.15625
3509,Nuernberg NUE,London STNLondon (Stansted) STN FR8120,68.86222222222221
3510,Oslo TRFOslo (Torp) TRF,London STNLondon (Stansted) STN FR33,89.03130538217349
3511,Faro FAO,London LTNLondon (Luton) LTN U22016,93.2627990530256
3512,Porto OPO,London STNLondon (Stansted) STN FR7966,101.00278951256853
3513,Cork ORK,Carcassonn CCF FR9019,107.18493333333333
3514,Corfu CFU,Newcastle NCL MT1627,109.81
3515,Mikonos JMK,Rome FCORome (Fiumicino) FCO BV2785,289.7
3516,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL,Copenhagen CPH,46.79355913523872
3517,Milan BGYMilan (Bergamo) BGY,Manchester MAN,136.5470396265788
3518,London LTNLondon (Luton) LTN,Heraklion HER,122.56979591836733
3519,London SENLondon (Southend) SEN,Barcelona BCN,66.24
3520,Edinburgh EDI,Copenhagen CPH,54.36628330995793
3521,Marseille MRS,Santorini JTR,162.70235294117646
3522,Dubrovnik DBV,Nantes NTE U27762,96.65542857142859
3523,Thessaloni SKG,Frankfurt HHNFrankfurt (Hahn) HHN,53.81329166666664
3524,Katowice KTW,London LTNLondon (Luton) LTN W61009,82.485
3525,Sevilla SVQ,Geneva GVA U21530,46.592499999999994
3526,Valencia VLC,Brussels CRLBrussels (Charleroi) CRL FR1919,71.73230769230769
3527,Rhodes RHO,Thessaloni SKG OA581,80.75
3528,Cologne CGNCologne-Bonn CGN,Berlin TXLBerlin (Tegel) TXL EW8053,121.96
3529,Sevilla SVQ,Berlin SXFBerlin (Schonefeld) SXF U24582,61.03
3530,Nuernberg NUE,Milan BGYMilan (Bergamo) BGY,22.235785276365203
3531,Catania CTA,Naples NAP,22.69631944444445
3532,Toulouse TLS,Malaga AGP,22.89113043478261
3533,Brive BVE,London STNLondon (Stansted) STN,28.40193849710417
3534,Porto OPO,Stuttgart STR,39.731128712871275
3535,Athens ATH,Milan BGYMilan (Bergamo) BGY,49.88497114912701
3536,Katowice KTW,Dortmund DTM W61091,55.56936297820995
3537,Alicante ALC,Copenhagen CPH,56.67993090986395
3538,Warsaw WMIWarsaw (Modlin) WMI,Valencia VLC,57.740405405405404
3539,Gdansk GDN,Billund BLL W61777,64.73523412698412
3540,Aalborg AAL,Malaga AGP,63.67
3541,Dublin DUB,Bristol BRS FR506,76.98484238397633
3542,Malaga AGP,Manchester MAN FR3233,74.81655303030303
3543,Porto OPO,Cologne CGNCologne-Bonn CGN FR9972,75.33525793650793
3544,Menorca MAH,Milan MXPMilan (Malpensa) MXP U22986,73.47476612903226
3545,Dublin DUB,Birmingham BHX FR670,94.1802205882353
3546,Rhodes RHO,Berlin SXFBerlin (Schonefeld) SXF U24772,131.13957264957264
3547,Copenhagen CPH,Split SPU,104.95876781115612
3548,Knock NOC,Edinburgh EDI BE656,113.16833333333334
3549,Oslo OSLOslo (Gardermoen) OSL,Paris CDGParis (Charles de Gaulle) CDG DY1494,132.37729166666668
3550,Corfu CFU,London LTNLondon (Luton) LTN U22372,144.98492211460854
3551,Dubrovnik DBV,Barcelona BCN VY7726,433.2933333333333
3552,London STNLondon (Stansted) STN,Nice NCE,63.6951229543497
3553,Cologne CGNCologne-Bonn CGN,Heraklion HER,269.67182841068916
3554,Barcelona BCN,Geneva GVA U21402,56.501099999999994
3555,Athens ATH,London LGWLondon (Gatwick) LGW,66.88
3556,Nantes NTE,Milan MXPMilan (Malpensa) MXP,35.22493765165045
3557,Catania CTA,Bordeaux BOD,104.93185747663551
3558,Kristiansa KRS,Gdansk GDN,31.61692218604869
3559,London STNLondon (Stansted) STN,Rzeszow RZERzeszow-Jasionka RZE,52.70607638888889
3560,Leeds LBA,Faro FAO,66.45546417797888
3561,London LGWLondon (Gatwick) LGW,Berlin TXLBerlin (Tegel) TXL,46.91
3562,London LTNLondon (Luton) LTN,Pisa PSA U22303,51.68833333333333
3563,Verona VRN,Cork ORK,53.95690384615385
3564,Venice TSFVenice (Treviso) TSF,Brussels CRLBrussels (Charleroi) CRL FR6034,58.96
3565,London LGWLondon (Gatwick) LGW,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U28431,69.70685185185187
3566,Alicante ALC,London LTNLondon (Luton) LTN U22230,69.75494102564102
3567,Ostend OSTOstend-Bruges OST,Kos KGS,164.98510638297873
3568,Marseille MRS,Mikonos JMK,112.3351451036555
3569,Kristiansa KRS,Oslo OSLOslo (Gardermoen) OSL DY273,90.8
3570,Rhodes RHO,Oslo OSLOslo (Gardermoen) OSL,150.24587335834894
3571,Riga RIX,Rhodes RHO,303.4028515318146
3572,Budapest BUD,Corfu CFU,228.8429888977002
3573,Duesseldor DUS,Zadar ZAD,89.075875
3574,Rome FCORome (Fiumicino) FCO,Ibiza IBZ,199.93733333333333
3575,Budapest BUD,Bristol BRS,189.315
3576,Kiev KBPKiev (Borispol) KBP,Athens ATH,73.33
3577,Palma Mall PMI,Vienna VIE OE105,79.55289855072465
3578,Milan MXPMilan (Malpensa) MXP,Alghero AHO,23.050000000000004
3579,Nice NCE,Toulouse TLS,29.300000000000008
3580,Brussels CRLBrussels (Charleroi) CRL,Alicante ALC,43.98
3581,Wroclaw WRO,Malta MLA FR3463,54.45
3582,Nice NCE,Copenhagen CPH,53.28
3583,Berlin SXFBerlin (Schonefeld) SXF,Venice TSFVenice (Treviso) TSF,36.692425221718835
3584,Gdansk GDN,Billund BLL,46.14988917073694
3585,Pula PUY,Bristol BRS,34.25196538643906
3586,Gdansk GDN,Vienna VIE,53.928678537956884
3587,Lisbon LIS,Nice NCE,30.979172528094402
3588,Poznan POZ,Milan BGYMilan (Bergamo) BGY,45.59429215095764
3589,Vienna VIE,Valencia VLC,38.35701160720642
3590,Valencia VLC,Palma Mall PMI FR7214,47.04888888888889
3591,Berlin TXLBerlin (Tegel) TXL,Palma Mall PMI FR226,50.868313397129185
3592,Dublin DUB,London LGWLondon (Gatwick) LGW FR116,54.8293956043956
3593,Dublin DUB,Bologna BLQ,55.64925897435895
3594,Billund BLL,Milan BGYMilan (Bergamo) BGY FR4723,74.42940277035723
3595,Naples NAP,London STNLondon (Stansted) STN U23250,81.21125
3596,Oslo OSLOslo (Gardermoen) OSL,Milan MXPMilan (Malpensa) MXP,85.29999999999998
3597,Dubrovnik DBV,Athens ATH,96.98059259259259
3598,Athens ATH,Gdansk GDN FR4938,123.4627692307692
3599,Dubrovnik DBV,Barcelona BCN VY7724,457.8049920508744
3600,Milan BGYMilan (Bergamo) BGY,Faro FAO,102.14940693512767
3601,Kaunas KUN,Milan MXPMilan (Malpensa) MXP,77.52156698564593
3602,Geneva GVA,Bristol BRS,62.773459821428574
3603,Madrid MAD,Milan BGYMilan (Bergamo) BGY FR5991,146.69766033254155
3604,Berlin TXLBerlin (Tegel) TXL,Cologne CGNCologne-Bonn CGN U25901,119.83714285714284
3605,Bergen BGO,London LGWLondon (Gatwick) LGW DY1314,106.41471830985917
3606,Alicante ALC,Bordeaux BOD,29.980000000000008
3607,Bristol BRS,Katowice KTW,42.822526315789474
3608,Oslo OSLOslo (Gardermoen) OSL,Barcelona BCN VY8539,276.9840000000001
3609,Oslo TRFOslo (Torp) TRF,Alicante ALC FR9068,83.88888888888889
3610,Brussels BRU,Kos KGS TB2301,165.49437500000002
3611,Katowice KTW,Stavanger SVG,35.2
3612,Goteborg GOTGoteborg (Landvetter) GOT,Warsaw WAW,92.64000000000001
3613,Bologna BLQ,Palma Mall PMI,47.82
3614,Marseille MRS,Stuttgart STR,26.042251509985896
3615,Venice VCEVenice (Marco Polo) VCE,London SENLondon (Southend) SEN,26.61677419354839
3616,Bordeaux BOD,Bristol BRS,45.90949982078854
3617,Milan BGYMilan (Bergamo) BGY,Katowice KTW,77.49639439500812
3618,London LTNLondon (Luton) LTN,Gdansk GDN,50.18296118857424
3619,Katowice KTW,Milan BGYMilan (Bergamo) BGY,32.66286535359009
3620,Rome CIARome (Ciampino) CIA,Goteborg GOTGoteborg (Landvetter) GOT FR9776,39.348749999999995
3621,Nice NCE,Vienna VIE,59.440427709254095
3622,Naples NAP,Split SPU,75.95945190972706
3623,Naples NAP,Nantes NTE FR5556,46.735
3624,Alicante ALC,Billund BLL,53.66833333333334
3625,Brussels CRLBrussels (Charleroi) CRL,Faro FAO,72.67825674325593
3626,Munich MUC,Mikonos JMK,64.85986842105264
3627,Warsaw WMIWarsaw (Modlin) WMI,Palma Mall PMI,64.28583333333334
3628,Athens ATH,Rzeszow RZERzeszow-Jasionka RZE,62.50814027501403
3629,Thessaloni SKG,Krakow KRK,63.561515393838256
3630,Billund BLL,Warsaw WAW W61526,66.2055506035642
3631,Krakow KRK,London LTNLondon (Luton) LTN W65003,68.38310344827586
3632,Porto OPO,Geneva GVA U21452,71.20545594451286
3633,Bologna BLQ,Krakow KRK FR4321,78.83798878205128
3634,Lisbon LIS,Krakow KRK,81.18328571428572
3635,Brussels BRU,Berlin SXFBerlin (Schonefeld) SXF FR165,100.28599674234619
3636,Vienna VIE,Cologne CGNCologne-Bonn CGN EW757,109.32468604651163
3637,Trondheim TRD,Riga RIX DY1078,167.6858700966129
3638,London SENLondon (Southend) SEN,Milan BGYMilan (Bergamo) BGY FR2188,168.89042411810087
3639,Vienna VIE,Palma Mall PMI EW5912,242.2
3640,Aalborg AAL,Malaga AGP DY5081,377.66498611111115
3641,Budapest BUD,Stuttgart STR,82.1411368715084
3642,Riga RIX,Dubrovnik DBV,339.97099852303296
3643,London LTNLondon (Luton) LTN,Knock NOC,78.45236738970192
3644,Bari BRI,Corfu CFU,236.05876856435646
3645,Riga RIX,Dublin DUB,248.369470457508
3646,Stockholm NYOStockholm (Skavsta) NYO,Thessaloni SKG,71.15118382352941
3647,Newcastle NCL,Faro FAO,60.48958068783069
3648,Amsterdam AMS,Innsbruck INN,93.98458333333333
3649,London LGWLondon (Gatwick) LGW,Valencia VLC,85.83833333333334
3650,East Midla EMA,Zakinthos ZTH,162.12349999999998
3651,Ibiza IBZ,London LGWLondon (Gatwick) LGW U28648,76.35866666666668
3652,Faro FAO,London LGWLondon (Gatwick) LGW U28918,226.186875
3653,London STNLondon (Stansted) STN,Edinburgh EDI U2231,52.03666666666667
3654,Zakinthos ZTH,London LGWLondon (Gatwick) LGW MT1227,143.35
3655,Menorca MAH,Naples NAP,27.270000000000007
3656,Venice VCEVenice (Marco Polo) VCE,Menorca MAH,18.33365269461078
3657,Lisbon LIS,Nantes NTE,28.847568229574637
3658,Naples NAP,Faro FAO,33.7159912859325
3659,Poznan POZ,Oslo TRFOslo (Torp) TRF W61979,32.088
3660,Porto OPO,Barcelona BCN,34.18893470790379
3661,Bordeaux BOD,Brussels BRU,47.3255193461508
3662,Brest BES,Porto OPO,36.65673212882953
3663,Alicante ALC,Brussels CRLBrussels (Charleroi) CRL,112.52673333333333
3664,Athens ATH,Palermo PMO,49.28275513797199
3665,Innsbruck INN,Manchester MAN,40.11
3666,Frankfurt HHNFrankfurt (Hahn) HHN,Chania CHQ,59.518518518518526
3667,Krakow KRK,Frankfurt FRA FR2427,49.771428571428565
3668,Bordeaux BOD,Marseille MRS U21765,62.54685606060606
3669,Dublin DUB,Vienna VIE,63.79869318181812
3670,Bristol BRS,Dublin DUB FR505,64.87178561662566
3671,Dublin DUB,Frankfurt FRA FR380,91.31134477300643
3672,Knock NOC,London LTNLondon (Luton) LTN FR8143,91.40289978678038
3673,Thessaloni SKG,Berlin SXFBerlin (Schonefeld) SXF U24602,99.65301776748424
3674,Dublin DUB,Pula PUY,101.96031746031746
3675,London STNLondon (Stansted) STN,Istanbul SAWIstanbul (Sabiha Gokcen) SAW PC1182,201.4267525910178
3676,Madrid MAD,Porto OPO,55.51055761330841
3677,London LGWLondon (Gatwick) LGW,Chania CHQ,154.42154761904763
3678,Alicante ALC,Ostend OSTOstend-Bruges OST,187.015
3679,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL,Osijek OSI,167.726
3680,Corfu CFU,Venice VCEVenice (Marco Polo) VCE V71439,123.62861538461539
3681,Corfu CFU,London LGWLondon (Gatwick) LGW,68.987
3682,Athens ATH,Copenhagen CPH,96.01946380697055
3683,Barcelona BCN,Lyon LYS VY1220,72.14269565217391
3684,Sevilla SVQ,Krakow KRK,54.988484848484845
3685,Malaga AGP,Brussels CRLBrussels (Charleroi) CRL FR1929,56.59
3686,Strasbourg SXB,London STNLondon (Stansted) STN,23.975226367396964
3687,Dortmund DTM,Katowice KTW,46.622773358585846
3688,Bordeaux BOD,Manchester MAN,49.23284215939533
3689,Brussels CRLBrussels (Charleroi) CRL,Warsaw WAW,62.23255554552907
3690,Berlin TXLBerlin (Tegel) TXL,Stuttgart STR U25591,47.138333333333335
3691,Bergen BGO,London LTNLondon (Luton) LTN,51.454545454545425
3692,Tours TUF,Dublin DUB,51.828855756883996
3693,Warsaw WMIWarsaw (Modlin) WMI,Lviv LWO FR3122,52.125
3694,Brussels CRLBrussels (Charleroi) CRL,Carcassonn CCF FR8023,64.84137254901961
3695,Bologna BLQ,Bristol BRS FR2982,56.955543241279074
3696,Dublin DUB,Pisa PSA,57.12963609754397
3697,Milan MXPMilan (Malpensa) MXP,London LGWLondon (Gatwick) LGW U28190,57.18488112716078
3698,Dublin DUB,Venice TSFVenice (Treviso) TSF,57.98
3699,London STNLondon (Stansted) STN,Milan BGYMilan (Bergamo) BGY FR4196,62.3684183006536
3700,Dublin DUB,Porto OPO,73.24331191204624
3701,Beziers BZR,London STNLondon (Stansted) STN FR877,76.14896167557933
3702,Warsaw WMIWarsaw (Modlin) WMI,Marseille MRS FR7007,78.57033371040724
3703,Billund BLL,Budapest BUD FR8744,71.81532345931222
3704,Aalborg AAL,London STNLondon (Stansted) STN FR1252,83.85321529901518
3705,Warsaw WMIWarsaw (Modlin) WMI,Dublin DUB FR8012,84.745
3706,Aalborg AAL,Copenhagen CPH DY3099,175.06000000000003
3707,Riga RIX,Brussels BRU,366.5792047708811
3708,Palma Mall PMI,Berlin SXFBerlin (Schonefeld) SXF,41.43818181818182
3709,Eindhoven EIN,Ibiza IBZ,143.6730142857143
3710,Bristol BRS,Krakow KRK,33.49777777777778
3711,Nantes NTE,Bari BRI,27.61
3712,Limoges LIG,Leeds LBA,31.96181818181818
3713,Poznan POZ,Rome CIARome (Ciampino) CIA,39.506578947368425
3714,Zadar ZAD,London LGWLondon (Gatwick) LGW,50.02432397959184
3715,Cagliari CAG,Warsaw WMIWarsaw (Modlin) WMI,103.57114583333335
3716,Milan BGYMilan (Bergamo) BGY,Lisbon LIS,83.56394399105102
3717,Brussels BRU,Lisbon LIS,49.582360959890686
3718,Stuttgart STR,Copenhagen CPH OE2316,50.64183629377112
3719,Pula PUY,Nantes NTE,53.488543897614754
3720,Copenhagen CPH,Ibiza IBZ,53.55
3721,Berlin TXLBerlin (Tegel) TXL,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U24633,56.68090909090908
3722,Katowice KTW,Barcelona BCN,62.44885714285716
3723,London STNLondon (Stansted) STN,Madrid MAD FR5992,65.00489498614711
3724,Oslo OSLOslo (Gardermoen) OSL,Palma Mall PMI,68.34940909090912
3725,Porto OPO,Bordeaux BOD FR4506,66.78570075757577
3726,Oslo OSLOslo (Gardermoen) OSL,Paris CDGParis (Charles de Gaulle) CDG,76.09993051274144
3727,Palma Mall PMI,Marseille MRS FR5198,81.73736111111111
3728,Paris ORYParis (Orly) ORY,Venice VCEVenice (Marco Polo) VCE U24291,74.92677350427351
3729,Split SPU,London LGWLondon (Gatwick) LGW U28396,107.80935144124169
3730,Cork ORK,Bordeaux BOD FR9009,106.48875
3731,Nice NCE,Berlin TXLBerlin (Tegel) TXL U25762,147.58303799356145
3732,Aalborg AAL,Copenhagen CPH DY3089,167.75249999999997
3733,London STNLondon (Stansted) STN,Istanbul SAWIstanbul (Sabiha Gokcen) SAW PC1170,202.69384301640528
3734,Geneva GVA,Berlin SXFBerlin (Schonefeld) SXF,53.321744186046516
3735,Istanbul SAWIstanbul (Sabiha Gokcen) SAW,Copenhagen CPH,211.0255639730639
3736,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL,Dublin DUB,73.35800505050506
3737,Paris CDGParis (Charles de Gaulle) CDG,London SENLondon (Southend) SEN,57.728611111111114
3738,Varna VAR,Moscow VKOMoscow (Vnukovo) VKO,146.3227777777778
3739,Exeter EXT,Naples NAP,31.992500000000003
3740,Malaga AGP,Oslo TRFOslo (Torp) TRF FR2563,56.5709090909091
3741,Alicante ALC,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21084,54.2558064516129
3742,Chania CHQ,Dusseldorf NRNDusseldorf (Weeze) NRN,59.12166666666667
3743,Thessaloni SKG,Berlin SXFBerlin (Schonefeld) SXF U24606,91.16666666666667
3744,Catania CTA,Paris CDGParis (Charles de Gaulle) CDG,203.84736842105264
3745,Glasgow GLA,London LGWLondon (Gatwick) LGW,70.67333333333333
3746,Szczecin SZZ,Oslo TRFOslo (Torp) TRF,31.845187960510295
3747,Lyon LYS,Naples NAP,36.50503561211405
3748,Lyon LYS,Sevilla SVQ,30.440000000000015
3749,Palma Mall PMI,Linz LNZ,93.25020408163266
3750,Palma Mall PMI,Billund BLL,78.83542778781302
3751,Thessaloni SKG,Chania CHQ,53.76479242667447
3752,Berlin SXFBerlin (Schonefeld) SXF,Copenhagen CPH U24553,53.74966056748874
3753,Faro FAO,Milan MXPMilan (Malpensa) MXP U22796,68.97566549376577
3754,Faro FAO,Basel-Mulh BSLBasel-Mulhouse-Freiburg (BSL) BSL U21168,68.82825153395146
3755,Porto OPO,Vienna VIE,68.36296628393153
3756,Paris CDGParis (Charles de Gaulle) CDG,Oslo OSLOslo (Gardermoen) OSL,110.89778302911779
3757,Porto OPO,Warsaw WAW W61596,105.4210625
3758,Thessaloni SKG,Berlin SXFBerlin (Schonefeld) SXF FR1147,104.15844793570527
3759,Thessaloni SKG,Dublin DUB FR1391,116.74336309523811
3760,Istanbul SAWIstanbul (Sabiha Gokcen) SAW,Oslo OSLOslo (Gardermoen) OSL,238.67522727272683
